Timestamp,Program Studi,Tahun Masuk UIN Jakarta,Tahun Wisuda,Bulan Wisuda,Status saat ini,Waktu Mendapatkan Pekerjaan,Perusahaan,Posisi,Tahun Wirausaha,Bidang wirausaha,Penghasilan,Tahun Masuk S2,Universitas S2,Tahun Masuk S3,Universitas S3,Nama Prodi S2/S3,Kesesuaian Kurikulum,Kesesuaian Bidang Ilmu,Saran
2024-06-28 18:00:47,Prodi Fisika,2016,2020,Agustus,Karyawan Swasta,6,PT Amman Mineral Industri,Specialis Permitting,,,7000000,2021,UI,,,Ilmu Lingkungan,3,3,
2024-06-28 18:27:03,Prodi Fisika,2016,2020,Februari,Karyawan Swasta,3,PT Space Indonesia,Staff MRP (Material Requirement Planning),,,,,,,,,4,4,
2024-06-28 18:36:30,Prodi Fisika,2014,2018,Mei,Karyawan Swasta,3,PT MEGA CAPITAL SEKURITAS,Act Equity Coordinator,,,12000000,,,,,,2,2,
2024-06-28 18:38:17,Prodi Fisika,2018,2023,Agustus,Karyawan Swasta,3,PT. Inti Surya Laboratorium,Laboran/Staff,,,3200000,,,,,,3,2,
2024-06-28 18:43:21,Prodi Fisika,2005,2009,Agustus,ASN/PNS,3,SMP Negeri 101 Jakarta,Guru IPA + Staf kedua wakepsek kurikulum,,,10000000,2009,Universitas Islam As-Syafi’iyah ,,,Jurusan ilmu keguruan mengambil Akta IV,5,5,Sarannya tetap menjadi Prodi Fisika yang mencetak generasi emas di masa datang 
2024-06-28 19:32:48,Prodi Fisika,2009,2013,November,Karyawan Swasta,3,Siemens Energy Indonesia,Automation Engineer,,,15000000,,,,,,4,4,Lebih banyak mata kuliah / praktikum yang lebih applikatif untuk dunia kerja
2024-06-28 19:35:00,Prodi Fisika,2009,2013,November,ASN/PNS,3,,Wakil Kepala Bidang Akademik,,,6500000,,,,,,5,5,"Alhamdulillah sudah sesuai dengan program pembelajaran, mungkin hanya sedikit saran untuk peralatan praktikum lapangan lebih diperbanyak dan diperbarui sesuai metode yang ada."
2024-06-28 19:54:21,Prodi Fisika,2009,2014,November,Karyawan Swasta,3,HOLY SINTA FOUNDATION ,Personal Assistant Owner ,,,9000000,,,,,,3,2,
2024-06-28 19:55:33,Prodi Fisika,2009,2013,November,Karyawan Swasta,3,PT SARANA INSTRUMENT,HSE COORDINATOR,,,10000000,,,,,,3,3,Lebih diarahkan untuk terapan nyatanya seperti apa agar lebih terarah saat lulus.
2024-06-28 20:12:05,Prodi Matematika,2016,2022,Februari,sedang mencari kerja,3,,,,,,,,,,,4,4,
2024-06-28 20:48:36,Prodi Fisika,2013,2018,Mei,Karyawan Swasta,3,PT KIE Indonesia (Kumon),PIC Kumon Global Grading Centre,,,5000000,,,,,,4,4,
2024-06-28 21:18:17,Prodi Fisika,2015,2022,Agustus,Karyawan Swasta,6,PT. Gemilang Hartadinata Abadi,Penaksir,,,3000000,,,,,,3,1,Berbagi informasi terkait lowongan pekerjaan yang memprioritaskan semua alumni dari prodi fisika UIN jakarta agar alumni dapat cepat mendapatkan pekerjaan yg sesuai ataupun tidak sesuai dengan studi yg dipilih saat kuliah
2024-06-28 22:31:24,Prodi Fisika,2016,2020,Februari,Karyawan Swasta,6,,,,,,,,,,,5,5,
2024-06-28 23:52:22,Prodi Biologi,2007,2011,November,Karyawan Swasta,3,PT. SGS INDONESIA,Leader Lab Mikrobiology,,,,,,,,,4,4,"Ditambahkan materi perbekalan kerja dilab, bekerjasama dengan perusahaan untuk bisa pkl sehingga terbuka pengalaman saat melamar kerja, waktu pkl bisa dipanjangkan lebih dari sebulan."
2024-06-29 11:22:54,Prodi Teknik Informatika,2018,2023,Agustus,Karyawan Swasta,3,Total Inti Corpora,Programmer,,,6200000,,,,,,2,5,
2024-06-29 11:23:57,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan Swasta,6,Infinid,Operation,,,4800000,,,,,,4,3,
2024-06-29 11:26:35,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,3,BPJS Kesehatan,Staff Infrastruktur TI,,,5000000,,,,,,4,4,Terus berinovasi dan mengembangkan SDM di lingkungan Teknik Informatika UIN Jakarta agar bisa bersaing dengan Universitas Lain
2024-06-29 11:44:28,Prodi Teknik Informatika,2016,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,3,3,"Materi kuliah yang diajarkan agar lebih ter up-to-date dengan yang ada sekarang ini, sehingga lulusan dapat mengimbangi dan memenuhi requirement perusahaan setelah lulus."
2024-06-29 11:47:41,Prodi Teknik Informatika,2018,2023,November,Karyawan BUMN,3,PT Bank Rakyat Indonesia,Associate IT Project Officer 1,,,,,,,,,3,4,
2024-06-29 12:02:15,Prodi Teknik Informatika,2017,2024,Februari,sedang mencari kerja,3,,,,,,,,,,,4,4,
2024-06-29 12:06:38,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan Swasta,6,PT Equine Global,SAP Consultant ABAP,,,7000000,,,,,,3,3,
2024-06-29 12:10:08,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,3,PT Telkomsel Digital Ecosystem (INDICO),IT operation ,,,5000000,,,,,,4,4,
2024-06-29 12:13:19,Prodi Teknik Informatika,2019,2023,Mei,Karyawan Swasta,3,Ginting & Reksodiputro in association with AO Shearman,Graduate IT,,,7000000,,,,,,3,3,"menurut saya, prodi IT dapat membuat website sendiri yang berisi akses materi lengkap di semua mata kuliah yang akan diajarkan dari awal-akhir semester, sehingga mahasiswa dapat mengakses materi dari awal perkuliahan. saya merasa saat perkuliahan dahulu kurang banyak exposure terhadap project coding individu. menurut saya lebih baik dibuat banyak project individu dimana mahasiswa bisa melalui satu development live cycle dibandingkan dengan beberapa tugas project"
2024-06-29 12:15:07,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan BUMN,3,PT BANK MANDIRI ,IT Quality Assurance,,,7000000,,,,,,5,5,
2024-06-29 12:17:17,Prodi Teknik Informatika,2018,2023,November,Karyawan Swasta,3,PT Grahadi Digital Technology,Frontend Developer (contract),,,7000000,,,,,,2,3,Kurikulum yang dibuat belum update dengan industri saat ini. Namun dapat dipahami karena industri berkembang sangat pesat. Saran saya lakukan banyak latihan struktur data dan algoritma saat di kelas melalui platform seperti leetcode / hackerrank karena kebanyakan perusahaan memakai platform semacam itu untuk ujian masuk karyawannya.
2024-06-29 12:17:18,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan Swasta,3,Klinik H. Sumadi Sumiti,Back Office,,,2500000,,,,,,3,2,"Semoga kedepannya lebih banyak workshop untuk setiap peminatan di prodi Teknik informatika, saya harap prodi TI semakin terus berkembang baik "
2024-06-29 12:17:36,Prodi Teknik Informatika,2018,2023,Agustus,Karyawan Swasta,6,Sinar Jernih Suksesindo,,,,4000000,,,,,,3,3,
2024-06-29 12:17:58,Prodi Teknik Informatika,2018,2023,Agustus,Karyawan Swasta,3,PT Inovasi Mitra Sejati,Developer,,,5500000,,,,,,3,3,Perbanyak praktek verkaitan dengan studi kasus dilapangan
2024-06-29 12:21:26,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,6,Bank Syariah Indonesia,On Job Training,,,1000000,,,,,,5,5,Perlu di perbaiki beberapa fasilitas umum seperti toilet dan kantin
2024-06-29 12:24:57,Prodi Teknik Informatika,2018,2023,Agustus,Karyawan Swasta,3,PT Samsung Electronics Indonesia,IT Security Officer,,,8000000,,,,,,5,5,"pada saat menjadi mahasiswa baru saya harap saya diberitahu bahwa hanya dengan mengandalkan kurikulum yang disediakan oleh universitas tidaklah cukup untuk mendapatkan pekerjaan, khususnya di bidang pemrograman perangkat lunak, jadi lebih baik untuk memberikan mahasiswa materi tambahan dan sertifikasi lebih dini dan juga lebih baik jika mahasiswa diberi pemahaman tentang bagaimana pentingnya pengalaman magang untuk mendapatkan pekerjaan, mahasiswa bisa mengambil magang mandiri mulai dari semester 3 atau 4."
2024-06-29 12:29:08,Prodi Teknik Informatika,2016,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,3,5,
2024-06-29 12:37:05,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan Swasta,3,PT Redkendi Andalan Mitra,IT Staff,,,10000000,,,,,,3,3,"semasa saya kuliah ada beberapa hal yang mungkin bisa dibilang kurang, karena saya mulai bekerja dari semester 6, ketika di tempat kerja ilmu yang dipakai sangat jauh, mungkin bisa disesuaikan kurikulumnya, karena saya memilih penjurusan software engineer tetapi materi terkait backend, frontend, dan teknologi lainnya itu sedikit, kalau memang tidak bisa untuk mengajarkan, setidaknya ada pengarahan apa saja yang harus dipelajari, dan juga mungkin untuk bahasa pemrograman, stack, dll itu harus ada upgrade, karena saya belajar untuk backend, frontend, docker, dll itu dari arahan senior dikantor, selama kuliah pembahasan terkait hal itu sangat jarang didapatkan.

tetapi pelajaran terkait logic, kemampuan untuk berpikir kritis, itu saya dapatkan selama kuliah, sudah bisa dibilang cukup.

semoga kedepannya prodi TI semakin baik dan semakin bagus, sukses semua untuk para dosen TI dan juga mahasiswa yang sudah lulus maupun yang masih dalam masa belajar.

Terimakasih"
2024-06-29 12:38:24,Prodi Teknik Informatika,2017,2023,November,Karyawan Swasta,3,,,,,5300000,,,,,,5,5,
2024-06-29 12:44:47,Prodi Teknik Informatika,2018,2023,November,sedang mencari kerja,6,,,,,,,,,,,2,3,
2024-06-29 12:50:10,Prodi Teknik Informatika,2019,2024,Februari,Karyawan Swasta,3,IT Development,Mobile Developer,,,7000000,,,,,,4,4,"Sentralisasi informasi dan segala kebutuhan pendaftaran baik sempro, semhas, sidang ataupun yudisium"
2024-06-29 12:52:41,Prodi Teknik Informatika,2018,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,perbanyak program magang
2024-06-29 12:53:23,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan BUMN,3,PT Bank Mandiri. Tbk,Software Testing,,,,,,,,,5,3,Sukses selalu untuk Prodi TI
2024-06-29 12:53:28,Prodi Teknik Informatika,2019,2024,Februari,sedang mencari kerja,,,,,,,,,,,,3,4,
2024-06-29 12:53:40,Prodi Teknik Informatika,2019,2023,Februari,Karyawan Swasta,3,PT. MITRA PRIMA UTAMA,Programmer/Operasional,,,4000000,,,,,,5,5,
2024-06-29 12:53:59,Prodi Teknik Informatika,2018,2024,Februari,Karyawan Swasta,3,,Backend Engineer,,,5000000,,,,,,5,5,selalu mengupdate kurikulum yang sesuai dengan kebutuhan industri saat ini
2024-06-29 12:54:24,Prodi Teknik Informatika,2019,2023,Februari,Karyawan Swasta,3,PT. Infracom Technology,Cloud Engineer,,,6000000,,,,,,3,4,Kurikulum sudah baik namun sedikit perlu ditingkatkan untuk relevansi dengan dunia kerja mengingat dunia IT yang cepat berkembang
2024-06-29 12:56:11,Prodi Teknik Informatika,2019,2024,Februari,sedang mencari kerja,,,,,,,,,,,,4,3,"Sudah sangat baik dalam pelayanan, sarana dan juga prasarana di prodi Teknik Informatika Fakultas Sains dan Teknologi, hanya perlu memperketat keamanan karena dari pengalaman saya ketika proses skripsi di kampus, saya mengalami tindakan penipuan oleh oknum yang tidak bertanggungjawab dengan modus meminjam uang namun tidak kunjung dikembalikan. Semoga kedepannya keamanan bisa lebih diperhatikan dan diperkuat sehingga seluruh mahasiswa juga dosen serta semua orang yang ada di kampus merasakan kenyamanan dan keamanan, terima kasih."
2024-06-29 12:56:15,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,, ,,,,,,,,,,4,4,Perbanyak kesempatan untuk magang di luar kampus dan pengembangan proyek-proyek
2024-06-29 12:56:54,Prodi Teknik Informatika,2019,2023,November,Karyawan Swasta,3,Bluebird Group,Mobile Engineer/ IT Engineer 2,,,7000000,,,,,,3,5,Mata kuliah wajib terdapat muatan profesional dalam berkerja sehingga tidak hanya belajar hard skill saja
2024-06-29 13:02:32,Prodi Teknik Informatika,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-06-29 13:03:10,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-06-29 13:04:25,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-06-29 13:05:42,Prodi Teknik Informatika,2018,2023,November,Mengurus Rumah Tangga,,,,,,,,,,,,4,3,
2024-06-29 13:05:52,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-06-29 13:06:41,Prodi Teknik Informatika,2018,2024,Mei,sedang mencari kerja,,,,,,,,,,,,5,5,"Banyak hal baru yang saya pelajari dan temui, teman dengan berbagai macam karakter dan dosen dengan beragam ilmu yang luar biasa"
2024-06-29 13:08:09,Prodi Teknik Informatika,2018,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,2,3,
2024-06-29 13:08:55,Prodi Teknik Informatika,2018,2023,November,Karyawan Swasta,3,Puskesmas Tegal Angus Dinas Kesehatan Kabupaten Tangerang,Operator Keuangan,,,35000000,,,,,,5,5,"Dosen-dosen TI baik dalam mengajar, tidak ada yang dipersulit untuk urusan apapun karena prodi TI cepat tanggap dalam memberikan solusi kepada mahasiswa TI, terfasilitasi semua kegiatan dan urusan oleh prodi"
2024-06-29 13:10:05,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-06-29 13:10:47,Prodi Teknik Informatika,2018,2024,Mei,Karyawan Swasta,3,YAYASAN AL-WASATIYAH,Operator Sekolah,,,4000000,,,,,,4,4,
2024-06-29 13:11:40,Prodi Teknik Informatika,2019,2023,Mei,Karyawan Swasta,3,fintech,staff,,,10000000,,,,,,3,2,
2024-06-29 13:14:11,Prodi Teknik Informatika,2019,2024,Mei,Karyawan Swasta,3,PT. Esensi Solusi Buana,Staff Software Engiiner,,,6700000,,,,,,4,5,"Terus berkembang berdasarkan kebutuhan pasar, dan sering melakukan studi banding dengan company2"
2024-06-29 13:14:32,Prodi Teknik Informatika,2019,2024,Februari,Mengurus Rumah Tangga,,,,,,,,,,,,3,2,Mahasiswa baiknya diarahkan untuk fokus pada peminatan yang sesuai. Yang selaras dengan lapangan pekerjaan 
2024-06-29 13:17:35,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,,,,,,,,,,,,5,5,"Alhamdulillah semuanya sudah baik, dan teruslah berinovasi untuk perkembangan TI"
2024-06-29 13:19:24,Prodi Teknik Informatika,2018,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,semoga prodi TI semakin jayaa 
2024-06-29 13:20:14,Prodi Teknik Informatika,2018,2024,Mei,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-06-29 13:20:52,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,3,PT. Square Gate One,Programmer,,,5000000,,,,,,3,5,"Bidang ilmu dan mata kuliah sudah tepat tetapi pelaksanaan kegiatan belajar-mengajar masih terlalu dasar, semoga kedepannya bisa lebih mendalam dan lebih sesuai dengan kebutuhan di dunia kerja."
2024-06-29 13:22:24,Prodi Teknik Informatika,2019,2023,November,Karyawan Swasta,3,DiMuto.io,Automated QA Engineer,,,14000000,,,,,,3,4,Kurikulum kurang update dan ketinggalan
2024-06-29 13:35:53,Prodi Teknik Informatika,2018,2024,Mei,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-06-29 13:39:52,Prodi Teknik Informatika,2019,2024,Februari,Karyawan Swasta,3,Satkom,Programmer,,,5000000,,,,,,4,4,Lebih sering mengadakan sertifikasi dan pelatihan dengan pihak ketiga serta info perlombaan
2024-06-29 13:40:40,Prodi Teknik Informatika,2019,2023,Februari,Karyawan Swasta,3,Petrolink Services Indonesia,Jr. Real-Time Support Engineer,,,5200000,,,,,,4,3,
2024-06-29 13:42:40,Prodi Teknik Informatika,2019,2024,Februari,sedang mencari kerja,,,,,,,,,,,,4,5,
2024-06-29 13:44:03,Prodi Teknik Informatika,2017,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,"Selama saya berkuliah dosennya baik dan sangat penyabar, terima kasih banyak kepada seluruh dosen prodi saya"
2024-06-29 13:48:43,Prodi Teknik Informatika,2020,2024,Mei,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-06-29 14:20:50,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,3,PT. Feedloop Global Teknologi,Machine Learning Engineer,,,6000000,,,,,,3,5,"Kurikulum nya lebih ditingkatkan mendekati kebutuhan2 software engineer yang sedang demand saat ini (Frontend, Backend, Mobile Android, AI/Data Science, IoT), terutama sub-bidang dan bahasa pemrograman yang dibutuhkan oleh perusahaan IT. Semoga TI UIN Jakarta semakin maju.."
2024-06-29 14:21:30,Prodi Teknik Informatika,2020,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-06-29 14:21:43,Prodi Teknik Informatika,2018,2022,Agustus,Karyawan Swasta,3,PT VKool Indo Lestari,Web Developer,,,7000000,,,,,,4,3,"Mohon pembelajaran selalu kaitkan dengan implementasi dilapangan, perbanyak praktik dibanding teori"
2024-06-29 14:27:23,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan Swasta,3,PT. Grab Teknologi Indonesia,Software Engineer (iOS),,,17000000,,,,,,3,5,
2024-06-29 14:34:57,Prodi Fisika,2015,2020,Februari,Karyawan Swasta,3,PT Sapphire Assets International,Staff,,,6000000,,,,,,3,1,Perbanyak praktikum yg mengarah pada dunia pekerjaan
2024-06-29 14:51:24,Prodi Teknik Informatika,2019,2023,November,Freelance,6,Part time mengajar untuk private lessons,,,,3000000,,,,,,3,5,"Diperlukannya program wajib magang yang terintegrasi dengan perusahaan yang bekerjasama dengan kampus, sehingga ketika mahasiswa lulus dapat menjadi bekal serta menambah portofolio yang akan memudahkan mahasiswa dalam melamar pekerjaan setelah lulus. Pada tahun ajaran selama saya menjadi mahasiswa belum dapat mendaftar MSIB atau magang merdeka. Namun, saya mendapat kabar bahwa mahasiswa UIN sudah dapat mengikuti program tersebut. Hal ini menurut saya sangat membantu menjadi bekal ketika mahasiswa telah lulus karena telah memiliki pengalaman kerja proffesional sehingga lebih mudah untuk mendaftar pekerjaan."
2024-06-29 15:11:07,Prodi Teknik Informatika,2019,2023,November,Karyawan Swasta,3,Mitra Integrasi Informatika ,Technical Consultant Analyst ,,,,,,,,,4,5,
2024-06-29 15:19:14,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,3,RPX,Frontend Web Developer,,,6000000,,,,,,3,3,
2024-06-29 15:53:48,Prodi Teknik Informatika,2019,2024,Februari,Karyawan Swasta,3,PT. Kode Aplikasi Indonesia,Software Engineer,,,5000000,,,,,,3,4,"Mantapp mungkin bisa adakan program kerja sama untuk magang seperti ui/ux designer, software engineer, quality assurance, dsb."
2024-06-29 16:35:16,Prodi Teknik Informatika,2020,2024,Mei,sedang mencari kerja,,,,,,,,,,,,5,4,"Khususnya di Prodi Teknik Informatika, diharapkan selalu update dengan tren teknologi-teknologi terbaru, seperti teknologi AI terbaru dan bahasa/framework pemrograman terbaru. Selain itu, diharapkan juga selalu menyelenggarakan kegiatan pelatihan dan sertifikasi untuk para mahasiswa sehingga dapat menambah ilmu, pengalaman, dan portofolio para mahasiswa."
2024-06-29 16:39:24,Prodi Teknik Informatika,2016,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,3,4,
2024-06-29 16:40:02,Prodi Teknik Informatika,2020,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,5,
2024-06-29 16:44:18,Prodi Teknik Informatika,2019,2023,November,Karyawan Swasta,3,PT Panen Berkah Solusi,Account Manager,,,5000000,,,,,,3,2,karena tahun kuliah saya merupakan tahun covid-19 jadi untuk pemahaman materi yang didapat sangat kurang karena tidak ada praktek
2024-06-29 16:52:29,Prodi Teknik Informatika,2019,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-06-29 17:26:15,Prodi Teknik Informatika,2018,2023,November,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-06-29 17:40:12,Prodi Teknik Informatika,2018,2022,Februari,Karyawan Swasta,3,PT TUV Rheinland Indonesia,Technical Reviewer,,,6000000,,,,,,3,2,
2024-06-29 19:02:44,Prodi Agribisnis S2,2019,2023,November,sedang mencari kerja,,,,,,,,,,,,1,1,
2024-06-29 19:48:36,Prodi Teknik Informatika,2019,2024,Februari,Karyawan Swasta,3,Mitra Integrasi Informatika,Business Analyst,,,5000000,,,,,,4,4,sarana dari saya mungkin perlu untuk disampaikan terkait dengan apa saja bidang yang bisa diambil oleh lulusan TI
2024-06-29 20:10:37,Prodi Teknik Informatika,2019,2024,Februari,Karyawan Swasta,3,Petrolink ,Real-Time Support Engineer,,,,,,,,,4,5,"Berkolaborasi dengan berbagai perusahaan untuk bisa mengadakan intern-fair, karena pengalaman magang yg signifikan sangat mempengaruhi acceptance rate. "
2024-06-29 20:24:23,Prodi Teknik Informatika,2018,2022,Agustus,Karyawan Swasta,3,PT Surya Madistrindo (Subsidiary of PT Gudang Garam Tbk) ,Data Engineering Specialist,,,10000000,,,,,,5,4,"Hadirkan mata kuliah yang sebenarnya vital dibutuhkan di dunia kerja, contohnya data pipeline dan data Engineering / manipulation"
2024-06-29 21:37:36,Prodi Teknik Informatika,2018,2024,Mei,sedang mencari kerja,,,,,,,,,,,,4,5,
2024-06-29 21:50:39,Prodi Teknik Informatika,2019,2023,Agustus,Karyawan Swasta,3,Mastersystem infotama,Network Engineer,,,5000000,,,,,,2,2,diharapkan agar kurikulum/penjurusan terkait networking/security networking lebih di perdalam. Karena pada dasarnya kebutuhan terkait network atau network security sangat dibutuhkan di setiap perusahaan.
2024-06-30 05:30:03,Prodi Teknik Informatika,2018,2023,Agustus,Karyawan Swasta,3,Total Logsitics,Call Center,,,4000000,,,,,,4,2,
2024-06-30 08:55:04,Prodi Matematika,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-06-30 11:19:13,Prodi Matematika,2009,2013,November,Karyawan Swasta,3,Genza Education (Ex. Primagama),Keuangan dan Pengajar Matematika,,,4000000,,,,,,4,4,
2024-06-30 13:58:16,Prodi Teknik Informatika,2016,2023,Agustus,Karyawan Swasta,3,PT. Bareksa Marketplace Indonesia,,,,10000000,,,,,,4,4,
2024-06-30 15:41:46,Prodi Matematika,2005,2009,Mei,Karyawan Swasta,3,PRIMAGAMA NEXT DIGANTI GENZA EDUCATION,MANAGER,2021,Bimbingan Belajar,7000000,,,,,,4,5,Memperbanyak seminat Public Speaking
2024-06-30 19:48:29,Prodi Teknik Informatika,2019,2024,Februari,Karyawan Swasta,3,Pasifik satelit nusantara,Data analyst staff,,,8000000,,,,,,3,3,
2024-07-01 07:20:40,Prodi Teknik Informatika,2019,2023,November,sedang mencari kerja,3,,,2023,Seni dan kerajinan,4000000,,,,,,3,4,"Menurut saya untuk fokusnya mahsiswa nanti saat berkarir, ada baiknya ditambahkan mata kuliah yang memang dikhususkan untuk cara-cara atau panduan untuk langkah memulai karir."
2024-07-01 08:17:45,Prodi Teknik Informatika,2018,2024,Februari,Karyawan Swasta,3,Puslitpen UIN Jakarta,Staf,,,2000000,,,,,,5,3,
2024-07-01 08:52:06,Prodi Teknik Informatika,2016,2021,Mei,ASN/PNS,3,Kementerian Luar Negeri RI,PPPK - Pranata Komputer Ahli Pertama,,,9000000,,,,,,5,5,"Akan lebih baik jika diperbanyak program magang atau semacam career expo, untuk memfasilitasi para mahasiswa/i dalam mengenali dunia kerja & skill yang diperlukan sejak dini. Terima kasih ^^"
2024-07-01 11:12:43,Prodi Teknik Informatika,2016,2023,Agustus,,3,,PMO,,,,,,,,,4,4,
2024-07-01 12:41:14,Prodi Teknik Informatika,2018,2023,Februari,Karyawan Swasta,3,PT. BNI Life Insurance,Staff Data Warehouse Developer,,,6000000,,,,,,3,4,"Kurikulun disesuaikan dengan kebutuhan lapangan kerja, disesuaikan dengan bootcamp-bootcamp juga baik"
2024-07-01 12:43:53,Prodi Teknik Informatika,2020,2024,Agustus,Freelance,3,,Co-Founder dan Free Lancer,,STEM Education dan Software Development,5000000,,,,,,3,3,
2024-07-01 15:39:51,Prodi Teknik Informatika,2019,2023,November,Freelance,3,FST UIN Jakarta,Asisten Dekan,,,1000000,,,,,,5,5,Keterlibatan alumni lebih ditingkatkan dalam memberikan seminar atau sharing session sangat membantu mahasiswa mendapatkan gambaran dunia kerja dan membangun networking.
2024-07-01 18:45:30,Prodi Biologi,2019,2023,Agustus,Karyawan Swasta,3,Jagat Satwa Nusantara TMII dikelola oleh PT Dyandra Mitra Indah,"Research and Development, Konservasi ",,,5000000,,,,,,3,3,"Lebih banyak praktek / fieldtrip karena disitu pasti mendapatkan manajemen resiko, management waktu, inisiatif sesama temen, team work yang solid, dan kreatif. Di lingkungan kerja dipakai itu."
2024-07-01 18:52:21,Prodi Biologi,2019,2024,Juni,sedang mencari kerja,,,,,,,,,,,,3,3,"Perlu ada peninjauan kembali terhadap kurikulum untuk memastikan materi yang diajarkan telah sesuai dengan kebutuhan industri dengan topik seperti:
Kontrol kualitas,
Analis riset,
Analisis Bahaya dan Titik Kendali Kritis (HACCP),
ISO 22000 tentang manajemen keamanan pangan,
Praktek Manufaktur yang Baik (GMP),
Praktik Laboratorium yang Baik (GLP)
Prosedur Operasi Standar Sanitasi (SSOP),
Alur proses produksi produk biologi.
Harapannya, materi ini dapat menambah nilai saing bagi mahasiswa lulusan biologi."
2024-07-01 18:53:15,Prodi Biologi,2019,2023,Agustus,Karyawan Swasta,3,The Antheia Project,Project Officer,,,7000000,,,,,,5,5,Semakin maju dan mengembangkan banyak bakat orang tua
2024-07-01 19:38:00,Prodi Biologi,2019,2023,November,Pengajar,3,SMP BINA SEJAHTERA DAN PT GOODSALE TECH ,Guru dan Host Live Streaming ,,,5000000,,,,,,4,4,Semoga pengembangan nya makin keren lagi dan semoga semakin lancar dalam pengurusan pendaftaran wisuda aamiin
2024-07-01 20:56:49,Prodi Biologi,2019,2023,November,Karyawan Swasta,3,PT. Alpen Food Industry,Analis laboratorium,,,6000000,,,,,,4,5,Mohon diadakan grup/kelompok untuk pengembangan karir alumni2
2024-07-02 08:28:56,Prodi Biologi,2016,2021,Juni,Karyawan Swasta,3,"Dinas Perindustrian, Perdagangan, Koperasi, Usaha Kecil dan Menengah Provinsi DKI Jakarta",Staff,,,12000000,,,,,,5,5,Terimakasih UIN Jakarta
2024-07-02 09:55:28,Prodi Teknik Informatika,2016,2022,November,Karyawan Swasta,13,djembatan dua,software engineer,,,8000000,,,,,,2,4,semoga prodi TI semakin mengembangkan kurikulum dan program pembelajaran agar TI UIN semakin harum di dunia industri maupun akademis
2024-07-02 10:29:32,Prodi Kimia,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-02 10:30:33,Prodi Kimia,2016,2023,Agustus,Karyawan Swasta,1,PT SAF Enviro Persada,Asisten Tenaga Ahli Lingkungan,,,5000000,,,,,,4,4,
2024-07-02 10:50:36,Prodi Kimia,2019,2024,Agustus,Karyawan Swasta,1,Petrolab Services,Petroleum Analyst,,,6000000,,,,,,3,5,Akan lebih baik jika mahasiswa dibekali dengan sertifikasi keahlian yang berguna di industri yang relevan dengan bidangnya
2024-07-02 11:00:06,Prodi Biologi,2019,2024,Juni,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-02 11:00:07,Prodi Biologi,2019,2023,November,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-02 11:09:06,Prodi Biologi,2018,2022,November,Karyawan Swasta,1,PT. CROWDE Membangun Bangsa,Research and Development Officer Leader,,,,,,,,,4,5,semoga IPK bisa ditingkatkan lagi karena sangat masuk prasyarat kerja
