created_at,username,full_text,favorite_count,quote_count,reply_count,retweet_count,label sentimen
Fri Dec 13 10:13:40 +0000 2024,Rofrofzee,Makan siang bergizi untuk siswa?,1,0,0,0,negatif
Fri Dec 13 10:10:15 +0000 2024,Dinzenzaini,@afifahafra79 @rpm285 @Kimberley_PS08 Menu yang anda sebutkan dapatnya suwiran aja yaa? Ayoo jujur 10 ribu dengan narasi makan bergizi dapat apa aja?,0,0,1,0,negatif
Fri Dec 13 10:10:09 +0000 2024,GNFI,Sri Mulyani menegaskan bahwa belanja pemerintah akan diarahkan untuk mendukung berbagai prioritas pembangunan termasuk swasembada pangan dan energi program makan bergizi gratis pendidikan dan kesehatan serta perlindungan sosial yang lebih tepat sasaran. Dengan defisit APBN,2,0,0,0,netral
Fri Dec 13 10:07:53 +0000 2024,JoshGrobax,@are_inismyname @prabowo @Gerindra @Ndons_Back @Kimberley_PS08 @florieliciouss @temanduit @adri_zizie @MIrvanDarwin1 @BANGSAygSUJUD @IrawanRommi @DarekaRendy Makan bergizi spt apa 10 ribu ? 4 sehat 5 sempurna ? ,2,0,0,0,negatif
Fri Dec 13 10:07:24 +0000 2024,Sigmahalim,@indracahyana90 @Kimberley_PS08 2 ribu itu buat jajan bukan buat makan siang bergizi.,0,0,0,0,negatif
Fri Dec 13 10:06:14 +0000 2024,rvllyangga,@djuna_jr @IrawanRommi Nah ini bener. Kalau cuma sekedar makan 5000 7000 dapet aja. Tp tujuan program kan makanan bergizi + susu lagi. ,1,0,0,0,negatif
Fri Dec 13 10:02:11 +0000 2024,Andy_Febriandy,@Hanif_AF Makan Sore Bergizi Gratis for Wota !,1,0,1,0,negatif
Fri Dec 13 10:01:14 +0000 2024,Davrenzu,@IrawanRommi Judulnya aja makanan bergizi bukan yg penting makan,0,0,0,0,negatif
Fri Dec 13 09:58:12 +0000 2024,PaltiWest2024,Kalau ada yang kasih flyer ini untuk program makan siang bergizi untuk anak-anak sekolah kalian itu cuma penjilat bool.. Pertama ini bukan makanan bergizi lengkap dan yang kedua ini bukan makanan untuk anak-anak!!! https://t.co/FFWiYKvApG,44,1,8,16,negatif
Fri Dec 13 09:58:12 +0000 2024,CountDrop,@IrawanRommi Kocak nih akun mana susunya. Makanan bergizi bukan makan siang asal isi perut,0,0,0,0,negatif
Fri Dec 13 09:57:15 +0000 2024,khowatimy,Stress Capek Kurang makan bergizi Tumbang,0,0,0,0,negatif
Fri Dec 13 09:56:26 +0000 2024,bintangmath,@IrawanRommi Kalo buat postingan tuh asal jangan njeplak aja maksudnya kan makan bergizi buat anak sekolah yg 4 sehat 5 sempurna. Bukan makanan seperti anda contohkan tolong bego itu jangan dipiara,0,0,0,0,negatif
Fri Dec 13 09:47:53 +0000 2024,Priyo846u5,@IrawanRommi Heh.. Zerrr Buzeer Bodoh.. ini namanya mau kasih makan Bergizi atau sekedar kasih makan yang tidak dihitung nilai gizinya Zer Buzzer Bodoh @IrawanRommi ??,2,0,0,0,negatif
Fri Dec 13 09:46:15 +0000 2024,4mpas_tarigu,@Sariden10687985 @IrawanRommi Dan baru beberapa hari ini dana untuk makan bergizi gratis dibebankan kepada BUMNEG melalui DANA DESA,4,0,2,4,netral
Fri Dec 13 09:44:37 +0000 2024,Simon_Deja,10 RB gizi lengkap? 4 sehat 5 sempurna? Kalau ngk bukan makan bergizi cuk..terus yang di Papua juga 10rb? Benahi dulu tuh muka,0,0,0,0,negatif
Fri Dec 13 09:38:59 +0000 2024,ichsany,@mardigu024 Prabowo khan orang kaya raya masa bisa kepikiran 10 ribu untuk makan bergizi. Orang miskinpun geleng-geleng kepala.,1,0,1,0,negatif
Fri Dec 13 09:35:11 +0000 2024,mastaeseung,@DoankWarto Ya emang. Micin aja mau dipakek kok duit makan siang 10k doang per bocil. Gilak lu ya. Bergizi bgt hari2 makan promag sama Oky jeli drink,0,0,0,0,negatif
Fri Dec 13 09:33:32 +0000 2024,duasatuempat,@IrawanRommi Nama programnya Makan Siang Bergizi Gratis. Mgkn tiap paletnya harus dicek nilao gizinya dulu sesuai apa nggak dengan angka kebutuhan gizi sasaran programnya,0,0,0,0,negatif
Fri Dec 13 09:29:36 +0000 2024,Beritasatu,Fatayat NU Akui Diajak Pemerintah Terkait Penyediaan Makan Bergizi Gratis https://t.co/DXeObD0pyb,0,0,0,0,netral
Fri Dec 13 09:27:46 +0000 2024,Belajarpolitik5,@IrawanRommi Kalo teori mah bener 10 rbu dpt yg bergizi Yg slalu melenceng kan prakteknya Cntoh sj jatah makan acara PON kmaren per porsi 50 rbuan per porsi kenyataannya?,0,0,0,0,netral
Fri Dec 13 09:26:12 +0000 2024,paduka_teuing,@Epricila10 hasil dari program makan bergizi paket RP.10000 https://t.co/eSxZeGBym4,0,0,0,0,netral
Fri Dec 13 09:23:47 +0000 2024,BPPSDM_BRPSDI,Kementerian Kelautan dan Perikanan (KKP) melalui Badan Penyuluhan dan Pengembangan Sumber Daya Manusia Kelautan dan Perikanan (BPPSDM KP) melaksanakan program Makan Bergizi Gratis (MBG) dalam rangka memeriahkan Hari Nusantara Nasional 2024 https://t.co/7XLOpCmyOg,1,0,1,0,netral
Fri Dec 13 09:19:59 +0000 2024,ppn_prigi,Program Makan Bergizi Gratis merupakan asta cita visi dari Presiden Prabowo Subianto salah satunya yaitu memberikan makanan bergizi sehat di sekolah dan pesantren. #2024KKPBeyond #KKPGOID #DJPTBerprestasi #DJPTDedikasi #DJPTDisiplin #PenangkapanIkanTerukur #PRIGISOLUTIF #ZIWBK https://t.co/OfW4Aolyao,0,0,0,0,netral
Fri Dec 13 09:19:59 +0000 2024,ppn_prigi,#SahabatBahari dalam rangka peringatan Hari Nusantara Himpunan Nelayan Seluruh Nusantara melaksanakan keg. Makan Bergizi Gratis bertempat di SD Islam Al Manar Tasikmadu. #2024KKPBeyond #KKPGOID #DJPTBerprestasi #DJPTDedikasi #DJPTDisiplin #PenangkapanIkanTerukur #PRIGISOLUTIF https://t.co/YY84gaG9Vg,1,0,1,0,netral
Fri Dec 13 09:19:19 +0000 2024,1trenggalek,Dukung Program Pemerintah Polres Trenggalek Bagikan Ratusan Paket Makan Siang Bergizi Gratis Kepolisian Resor Trenggalek membagikan ratusan paket makan siang bergizi gratis kepada sejumlah masyarakat. Kegiatan ini merupakan salah satu upaya Polres Trenggalek https://t.co/gviL1tU1PG,9,0,1,6,netral
Fri Dec 13 09:18:59 +0000 2024,qimprutdalban,@are_inismyname @Bambangmulyonoo @prabowo @Gerindra @Ndons_Back @Kimberley_PS08 @florieliciouss @temanduit @adri_zizie @MIrvanDarwin1 @BANGSAygSUJUD @IrawanRommi @DarekaRendy sudah hitung belum ke vendor berapa ongkirnya berapa bahan bakunya berapa bayar karyawannya berapa buat beli kemasannya berapa? sudah di hitung belum nih? tahu baksonya bisa tuh buat nambah makan bergizi gratis tapi di harga gopek perbiji mau? ,1,0,0,0,negatif
Fri Dec 13 09:18:44 +0000 2024,Sirgoha,@IrawanRommi Inimah asal makan tau ngak loe makanan bergizi? 4 sehat 5 sempurna ini yg bergizi.....,0,0,0,0,negatif
Fri Dec 13 09:16:42 +0000 2024,qimprutdalban,@are_inismyname @prabowo @Gerindra @Ndons_Back @Kimberley_PS08 @florieliciouss @temanduit @adri_zizie @MIrvanDarwin1 @BANGSAygSUJUD @IrawanRommi @DarekaRendy lah.. makan bergizi gratis saja masih kalah dengan jualanmu ini kok @are_inismyname .. https://t.co/8cHl4leL9N,0,0,0,0,negatif
Fri Dec 13 09:16:14 +0000 2024,cobeh2022,Makan Bergizi Gratis Prabowo Cuma Rp10 Ribu Megawati: Dapete Opo Tho Yo ? . https://t.co/ke5xQBXvEf .. https://t.co/YmijxNcRW4,15,0,5,6,netral
Fri Dec 13 09:13:19 +0000 2024,sigit_purnama8,@Indonesiakuat77 Program Makan Bergizi Gratis adalah langkah penting dalam memperhatikan kesehatan anak-anak.,0,0,0,0,positif
Fri Dec 13 09:11:11 +0000 2024,rastomosuwardi,@IrawanRommi Sy juga usaha fnb. Perlu diingat judulnya MAKAN BERGIZI GRATIS. Klo sekedar makan gratis sy kira 10rb cukup. Apakah nasi goreng bergizi? Apakah ayam goreng tepung dan nasi itu bergizi?,1,0,1,0,negatif
Fri Dec 13 09:07:15 +0000 2024,bsn_sni,Upaya pemerintah dalam meningkatkan asupan gizi masyarakat dan mengatasi stunting telah diinisiasi oleh Presiden RI Prabowo Subianto dalam bingkai program prioritas nasional Makan Bergizi Gratis dimana di dalamnya termasuk pemberian susu (1/6) https://t.co/pkf5ASsUHP,3,0,1,0,netral
Fri Dec 13 09:06:41 +0000 2024,faktapol,@erickthohir pastikan @KemenBUMN ikut andil dalam program Makan Bergizi Gratis untuk anak-anak Indonesia! Bersama Presiden Prabowo kita wujudkan Indonesia Maju. #makangratis #presidenprabowo #bumn #erickthohir #tepatsolutifindonesia https://t.co/jJeLUyNCW6,0,0,0,0,netral
Fri Dec 13 09:04:09 +0000 2024,imrzr666,@IrawanRommi Makan bergizi Makan yg penting kenyang ,0,0,0,0,negatif
Fri Dec 13 09:03:47 +0000 2024,boomingnesia,@KemenBUMN punya komitmen besar untuk program Makan Bergizi Gratis! @erickthohir dukung Presiden Prabowo dalam upaya memenuhi gizi anak Indonesia. #makangratis #presidenprabowo #bumn #erickthohir #tepatsolutifindonesia https://t.co/Crzuwilfzh,0,0,0,0,netral
Sat Dec 14 00:36:31 +0000 2024,bbhiww,Dengan Rp10.000 makan bergizi gratis mampu penuhi kebutuhan harian masyarakat. #MBG10000Cukup https://t.co/u2WWgoz9bY,0,0,0,0,netral
Fri Dec 13 08:59:13 +0000 2024,Harian_Jogja,Fakultas Vokasi Universitas Negeri Yogyakarta (UNY) mengaku kesulitan menghidangkan makanan bergizi senilai Rp10.000 dalam program nasional makan bergizi gratis. #makanbergizigratis,2,0,1,0,netral
Thu Dec 12 14:01:14 +0000 2024,pakar_ai,Analisis Korelasi UMR Terendah dan Biaya Makan siang bergizi gratis Rp10.000 UMR terendah di Indonesia pd tahun 2024 di Kabupaten Banjarnegara Jawa Tengah sebesar Rp2.038.005 (Biaya makan per bulan / UMR) * 100% = (Rp900.000 / Rp2.038.005) * 100% = 44 16% hanya untuk makan,0,1,1,0,netral
Thu Dec 12 07:41:50 +0000 2024,cnbcindonesia,Megawati Kritisi Makan Bergizi Gratis Prabowo: Rp10.000 Apa Ya Cukup? https://t.co/j1pGoiAQi2,4,2,1,0,netral
Tue Dec 10 12:25:35 +0000 2024,MediaVoi,KKP Beberkan Jenis Ikan yang Sesuai Bujet Makan Bergizi Gratis Rp10.000 per Porsi https://t.co/JwnY4VcPCh,0,0,0,0,netral
Mon Dec 09 08:46:16 +0000 2024,ayobacanews,Masyarakat Peduli Informasi Publik (MASIP) mendesak agar Presiden Prabowo Subianto memberlakukan aturan sama mengenai makanan bergizi dirinya dan menteri-mentrinya seperti Makan Bergizi Gratis (MBG) yakni senilai Rp10.000. https://t.co/jJEEiCXfST,0,0,0,0,netral
Sun Dec 08 04:09:20 +0000 2024,ANTARABengkulu,Ahli Gizi Universitas Gadjah Mada (UGM) Toto Sudargo menyebut program makan bergizi gratis yang dianggarkan pemerintah Rp10.000 per porsi masih memungkinkan untuk memenuhi gizi anak sekolah.https://t.co/CEjkaNYtGe,0,0,0,0,netral
Sat Dec 07 06:57:07 +0000 2024,glennmars,Program makan bergizi gratis Prabowo: Rp10.000 dapat menu makanan apa di Medan hingga Papua dan bagaimana kandungan gizinya? Tulisan panjang yang mencerahkan keren @BBCIndonesia https://t.co/CpKkwoZIvB,6,0,1,0,positif
Fri Dec 06 20:39:39 +0000 2024,CuanBettafish,@Bintang02066881 @hnirankara Makan gratis yg konon katanya bergizi seharga Rp10 000 - ,0,0,0,0,netral
Thu Dec 05 02:58:42 +0000 2024,swarafakta_news,Bocoran Daftar Menu Makan Bergizi ala Prabowo per Daerah Cukup Rp10.000 per Porsi? Baca selengkapnya di https://t.co/bpmhPaSkLk #berita #hukum #politik #ekonomi https://t.co/CgD43yK3ja,0,0,0,0,netral
Tue Dec 03 10:50:32 +0000 2024,MediaVoi,Ekonom Nilai Biaya Makan Bergizi Gratis Rp10.000 per Porsi Terlalu Kecil https://t.co/fdmRvV6703,0,0,0,0,negatif
Mon Dec 02 14:32:54 +0000 2024,hariqosatria,Makan bergizi gratis Rp10.000 sudah berdasarkan uji coba selama setahun. https://t.co/X9gH512Pp0,11,0,0,3,netral
Mon Dec 02 11:57:12 +0000 2024,BloombergTZ,Makan Siang Gratis Jadi Rp10.000/anak Istana Klaim Masih Bergizi https://t.co/0Qkrp0Msp2,0,0,0,0,netral
Mon Dec 02 08:32:20 +0000 2024,rmol_id,Makan Bergizi Rp10.000 per Porsi Telah Melalui Simulasi Matang https://t.co/SdbtA5d40z,0,0,0,0,netral
Mon Dec 02 07:15:35 +0000 2024,komandanpangann, Mengapa Prabowo Memotong Anggaran Program Makan Bergizi Gratis Menjadi Rp10.000? Temukan alasan di balik keputusan kontroversial ini dan bagaimana dampaknya terhadap masyarakat. https://t.co/xGKvwdBQ9J,0,0,1,0,netral
Mon Dec 02 07:12:19 +0000 2024,JavanicaPost,Presiden Prabowo Subianto telah mengalokasikan anggaran untuk program makan bergizi gratis senilai Rp10.000 per anak. https://t.co/8ZK5RLgfLW,0,0,0,0,netral
Mon Dec 02 03:24:48 +0000 2024,theiconomic,Program makan bergizi gratis yang menjadi program populis pemerintah saat ini dialokasikan senilai Rp10.000 per anak atau per ibu hamil. Selengkapnya https://t.co/mIroZEyyvH,1,0,0,0,netral
Mon Dec 02 02:17:53 +0000 2024,catchmeupco,Pemerintah menetapkan pengurangan anggaran untuk Program Makan Bergizi Gratis (MBG) dari yang semula Rp15.000 menjadi Rp10.000 per orang. Presiden Prabowo Subianto menerangkan penurunan anggaran MBG karena keterbatasan dan penghematan anggaran. https://t.co/YVUOx7NuKa,23,23,5,7,netral
Sun Dec 01 13:45:27 +0000 2024,YudhaFadil,Badan Presiden juga bakalan balik kayak pas muda kalau setahun makan bergizi Rp10.000 00 sekali makan. https://t.co/janlzECvsI,0,0,0,0,netral
Sun Dec 01 12:06:03 +0000 2024,Apakahadaya,Presiden Prabowo Subianto mengungkapkan anggaran makan bergizi gratis (MBG) bakal dipatok hanya Rp10.000 per anak. Akankah kecukupan nutrisi dari program MBG ini mampu tercapai? Seperti apa negara Khilafah menyediakan layanan makan bergizi dan gratis? https://t.co/EJnZFYqmqj https://t.co/GWYvAr3ZtZ,0,0,0,0,netral
Sun Dec 01 09:54:09 +0000 2024,Repelita_News,Kronologi Penurunan Anggaran Makan Bergizi Gratis dari Rp15.000 Menjadi Rp10.000 https://t.co/M4a2PRQj9x,0,0,0,0,netral
Sun Dec 01 09:46:50 +0000 2024,officialinews_,Kata Cak Imin soal Anggaran Makan Bergizi Gratis Rp10.000 per Porsi https://t.co/PqL8Pa1vA4,0,0,0,0,netral
Sun Dec 01 09:26:47 +0000 2024,ramadhaanava,Presiden Prabowo Subianto mengungkapkan anggaran makan bergizi gratis (MBG) bakal dipatok hanya Rp10.000 per anak. Akankah kecukupan nutrisi dari program MBG ini mampu tercapai? Bagaimana pandangan Islam? Seperti apa negara Khilafah menyediakan layanan makan https://t.co/fOngsSdeWl,0,0,1,0,netral
Sun Dec 01 07:54:44 +0000 2024,cstvti315632,@JhonSitorus_18 Pemotongan anggaran menjadi Rp10.000/porsi emang kedengerannya berat tapi kalo dipikir lagi ini justru membantu anak-anak yang kurang mampu bisa tetap makan bergizi di sekolah.,0,0,0,0,netral
Sun Dec 01 07:52:33 +0000 2024,InsiberNews,Presiden Prabowo Pangkas Anggaran Makan Bergizi Gratis Jadi Rp10.000 per Anak https://t.co/Ojet25Wojq,0,0,0,0,netral
Sun Dec 01 06:57:06 +0000 2024,officialinews_,@Jumianto_RK Cak Imin Sebut Anggaran Makan Bergizi Gratis Rp10.000 Bisa Bertambah: Ini Tahap Awal https://t.co/FjTNRDzvWM,6,2,1,2,netral
Sun Dec 01 04:03:00 +0000 2024,akuratco,Meski Anggaran Turun Pemerintah Bakal Jamin Kualitas Program Makan Bergizi Gratis️ Pemerintah menetapkan anggaran program Makan Bergizi Gratis untuk anak dan ibu hamil menjadi Rp10.000 per porsi per hari. Angka ini menurun dari penetapan sebelumnya di Rp15.000 per porsi. https://t.co/ftG13isrYP,1,0,0,1,netral
Sun Dec 01 00:37:19 +0000 2024,officialinews_,@Jumianto_RK Prabowo Pangkas Anggaran Makan Bergizi Gratis jadi Rp10.000 per Hari! https://t.co/PPTjQwgyEu,9,0,1,5,netral
Sun Dec 01 00:11:19 +0000 2024,officialinews_,Cak Imin Sebut Anggaran Makan Bergizi Gratis Rp10.000 Bisa Bertambah: Ini Tahap Awal https://t.co/FjTNRDzvWM,1,0,0,0,netral
Sat Nov 30 23:29:54 +0000 2024,turtletila,In this economy? Anggaran MAKAN BERGIZI Rp10.000? Ndut ndut makanya jgn asal jeplak aja buat program tuh kocak. Di warteg 10 ribu dapet nasi dan 2 jenis lauk doang wkwkwk itu pun porsi seuprit,0,0,0,0,negatif
Sat Nov 30 23:15:45 +0000 2024,SimanjuntakElly,Kalau Ngibul itu pintar dikit napa. Maksudnya uji coba untuk makanan kucing. Ga usah banyak gaya makanan bergizi bilang aja dikasih makan siang. Gimana pak Rp10.000 bisa makanan bergizi.,2,0,2,1,negatif
Sat Nov 30 11:54:06 +0000 2024,yusufabualif,Prabowo Potong Anggaran Makan Bergizi Gratis Dari Rp15.000 Jadi Rp10.000 Per Anak Kita ingin Rp15.000 tapi kondisi anggaran mungkin Rp10 ribu saja kata Presiden Prabowo Subianto https://t.co/YkS6RyuebW,0,0,0,0,netral
Sat Nov 30 07:23:56 +0000 2024,SINDOnews,@JhonSitorus_18 Prabowo Umumkan Anggaran Makan Bergizi Gratis Rp10.000 Per Hari https://t.co/3BOzzrCF1d,2,1,1,2,netral
Sat Nov 30 06:41:27 +0000 2024,matapadma,Presiden Prabowo Subianto telah mengurangi anggaran untuk program Makan Bergizi Gratis dari sebelumnya Rp15.000 per porsi menjadi Rp10.000. #prabowomenujuindonesiamaju #indonesia #prabowohariini #makansianggratis #makan #anggaran https://t.co/cQxTf92mnh,0,0,0,0,netral
Sat Nov 30 06:33:10 +0000 2024,RakyatdotNews,Prabowo Sebut Anggaran Makan Bergizi Gratis Rp10.000 per Anak https://t.co/3hOj402wUE Baca Selengkapnya :,0,0,0,0,netral
Fri Nov 29 12:30:06 +0000 2024,VIVAcoid,Presiden RI Prabowo Subianto menyebut angka anggaran makan bergizi gratis (MBG) bakal dipatok Rp10.000 per anak. Angka tersebut jadi lebih rendah dari yang sebelumnya dialokasikan Rp15.000 per anak. Kalau kita rinci program bergizi ini nanti rata-rata minimumnya kita ingin https://t.co/cv1puUqBvr,4,0,1,3,netral
Fri Nov 29 12:13:27 +0000 2024,finindonesia,Tok! Anggaran Makan Bergizi Gratis Rp10.000 per Anak/Ibu Hamil per Hari Selengkapnya: https://t.co/AOWU1vPC02 #Anggaran #ProgramMakanGratis #MakananBergizi #PresidenRI #PrabowoSubianto https://t.co/aFUMczLzj0,0,0,0,0,netral
Fri Nov 29 12:07:13 +0000 2024,liputan6dotcom,Prabowo: Anggaran Makan Bergizi Gratis Rp10.000 Per Hari untuk 1 Anak https://t.co/P5XEGTp6oD #News,22,0,14,7,netral
Fri Nov 29 11:25:26 +0000 2024,MediaVoi,Prabowo: Anggaran Makan Bergizi Rp10.000 per Anak/Ibu Hamil per Hari https://t.co/H7ChdITyWD,0,0,0,0,netral
Fri Nov 29 11:18:19 +0000 2024,antaranews, Kalau kita rinci program makan bergizi ini nanti rata-rata minimumnya atau rata-rata kita ingin memberi indeks per anak per ibu hamil itu Rp10.000 per hari kurang lebih kata Prabowo. #Prabowo #solidaritasnusANTARA87 https://t.co/RQ1Qbmcm1M,5,0,1,0,netral
Fri Nov 29 11:18:01 +0000 2024,cnbcindonesia,Bukan Rp15.000 Anggaran Makan Bergizi Gratis Dipangkas Jadi Rp10.000 https://t.co/nKz9PV80Bp,22,2,8,10,netral
Fri Nov 29 11:14:48 +0000 2024,SINDOnews,Prabowo Umumkan Anggaran Makan Bergizi Gratis Rp10.000 Per Hari https://t.co/49NMZCEUB5,0,0,0,1,netral
Fri Nov 29 11:01:17 +0000 2024,officialinews_,Breaking News: Prabowo Pangkas Anggaran Makan Bergizi Gratis jadi Rp10.000 per Hari! https://t.co/PPTjQwgyEu,1,0,0,0,netral
Thu Dec 12 09:53:04 +0000 2024,kurawa,Makan siang Gratis Agak bergizi spt di Afrika ini sudah membuat anak2 disana tumbuh lebih baik. Kita berharap di Indonesia mulai tahun depan dengan uang Rp. 10.000 sekali makan tidak ada yang mengkorupsi atau mengambil keuntungan besar.. Ini demi Indonesia Negeri kita 🇮🇩 https://t.co/TBaD2xvLwG,120,4,31,23,netral
Thu Dec 12 09:41:47 +0000 2024,yaniarsim,Mak Mega protes. Anggaran makan siang gratis-nya @prabowo Rp 10.000. Cuma dapat tempe https://t.co/sp2usQZLLr,143,5,15,63,netral
Wed Dec 11 08:20:36 +0000 2024,karatepay,@CNNIndonesia Kapan lagi mas wapres demo makan siang kali ini dgn anggaran Rp 10.000,1,0,0,0,negatif
Wed Dec 11 07:21:25 +0000 2024,Rizxfa,Kalo budgetnya cuman 10.000/orang mana bisa realistis aja. Coba dulu makan siang pejabat dibikin 10.000/org kalo berhasil selama setahun. Baru diterapkan nasional. Makan siang pejabat aja bisa sampe 100k perhari wkwwkkw,0,0,0,0,negatif
Wed Dec 11 05:30:20 +0000 2024,mediterariaa_,ya elu bandingin buffet cafetaria sama makan siang gratis budget 10.000 gak apple to apple taplak meja!,13,1,3,2,negatif
Wed Dec 11 03:51:14 +0000 2024,Rahmirose8,Sarapan digabung makan siang.. Nasi Padang Malang dipinggir jalan 10.000 saja https://t.co/Q2zWdr3jaN,0,0,0,0,netral
Tue Dec 10 23:42:07 +0000 2024,keursahdi,@Kimberley_PS08 Di Indonesia makan siang 10.000 atau dibawah 1 US $ dibiayai utang pajak untuk tunjangan gaya hidup hedon pejabat dan keluarganya saya yakin tidak akan meningkatkan kualitas kesehatan anak dan bumil,0,0,0,0,negatif
Tue Dec 10 11:00:38 +0000 2024,1655HandSiauw,@Kimberley_PS08 Makan siang gratis Makan pagi gratis Makan bergizi Sekarang jadi Program makan 10.000,0,0,0,0,netral
Tue Dec 10 04:02:45 +0000 2024,Jojobetako2,@Kimberley_PS08 Kalau di negeri konoha makan siang bergizi budgetnya 10.000 rupiah belum lagi potong kiri potong kanan potong depan potong belakang potong atas potong bawah tinggal 1000 rupiah cukup buat beli kerupuk,1,0,0,0,negatif
Mon Dec 09 03:47:16 +0000 2024,todayismrth_,Barusan diadakan sosialisasi dengan wali murid buat membahas simulasi makan siang gratis simulasi makan siang gratis ini pakai biaya orang tua yang mana per anak Rp 10.000 dengan biaya segitu harus dapat nasi lauk bergizi sayur dan buah. Orang tua pada bingung.,1,0,1,0,netral
Sun Dec 08 07:21:40 +0000 2024,_riverheaven,@kenhans03 Tekor 5.000 dari anggaran Makan siang gratis 10.000,1,0,1,0,negatif
Sun Dec 08 03:32:17 +0000 2024,TismanDarn19573,INI SIH PRAKIRA'AN AJA: MAKAN BERGZI GRATIS DIGANTI DGN MAKAN SIANG GRATIS Ya Masuk Akal Sih Kalo BUDGETNYA Rp 10.000 Coba...Kang Bakso Keliling Aja Tanpa Nasi Rp 15.000 dan Kang Soto Lamongan Gerobak Dorong 15.000 Juga Jelas2 Gak Ada GIZI broo https://t.co/VQlbLHEPaR,0,0,0,0,positif
Sat Dec 07 23:32:46 +0000 2024,DindaLaw88,@VeritasArdentur Memang kenyataanya.. RRT itu bertanggung jawab atas 90% lebih Progam Makan Gratis. Bukan dengan menjatah setiap orang Rp.10.000/Porsi (Sekali Makan Siang saja...) Yang jatah begitu mah... Progam yang dilakukan oleh pihak Independent Sukarelawan itu pernah viral di Waibo.,0,0,0,0,netral
Sat Dec 07 14:32:30 +0000 2024,AamiraKeinarra,@budimandjatmiko @budimandjatmiko Tidak perlu jauh-jauh ikut China dll. You sudah punya program makan Siang gratis untuk siswa sekolah se-Indonesia budgetnya IDR 10 000 per/orang. Ini saja dulu Di implementasikan dengan Cara kolaborasi Dan memperdayakan warga negara sendiri.,0,0,0,0,netral
Fri Dec 06 16:03:18 +0000 2024,Suharta40642372,@detikcom Dana Makan siang gratis Rp 10.000 Masih terlalu banyak rakyat yg masih pra sejahtera. Daripada ngurusin IKN masih banyak urusan yg lebih penting untuk didahulukan seperti pendidikan kesehatan kesejahteraan rakyat penegakkan hukum korupsi demokrasi etika moral dll.,1,0,0,0,netral
Fri Dec 06 10:57:14 +0000 2024,M4T4_ANG1N,@t0NYH3R5_83 Tambah anggaran tiap menko paradox dengan Makan siang gizi gratis hanya 10.000 saja. Apalagi kalau program ini berjalan sampai kebawah susut oleh pihak ketiga. Pajak 12% bertambah. Tidak adil. Mantap Macan Asia.,0,0,0,0,positif
Fri Dec 06 08:53:32 +0000 2024,SatriaDwifianto,Dari PPN 12% mending efisiensi jabatan yg ada dan pemotongan tunjangan anggota DPR-MPR. Terus Hilangkan komisaris-komisaris BUMN BUMD. Kalau dihitung dapet makan siang gratis &gt; 10.000.,0,0,1,0,negatif
Thu Dec 05 17:25:12 +0000 2024,Laras7199,Opini tersolutif perkara makan siang anggaran Rp 10.000 per anak,0,0,0,0,positif
Thu Dec 05 15:31:07 +0000 2024,pemudinusantari,@asfan_warah @hnirankara Klo performance kardos sih udh ketebak krn cekak apbn tak ada uang. Klo ada pun pasti dikorup. Andalan paling makan siang 10.000. Sisanya ancur. Perhatikan aja kurs rupiah ke usd. Klo fufufakfak duidnya bnyk krn dr judol pinjol dan setoran wercok. Watch out gaess,0,0,0,0,negatif
Thu Dec 05 12:42:54 +0000 2024,SsPasadena,Pak @prabowo kalau berat kasih makan siang gratis Rp.10.000/ porsi sebaiknya tidak usah ! terlampau banyak alasan dibuat-buat !,0,0,0,0,negatif
Wed Dec 04 04:23:05 +0000 2024,najaejaee14,@JhonSitorus_18 Gajinya 113.000.000 bisa buat bayar 11.300 porsi untuk makan siang yg sama pemerintah cuma di budget 10.000/anak. Dari pada gaji dia engga jelas kerjanya apaan,1,0,0,0,negatif
Wed Dec 04 03:07:20 +0000 2024,vladinord01,@prabowo Saya juga akan kagum dengan pak presiden apabila rapat kabinet selanjutnya makan siang bergizi porsi rp 10.000 sebagai sosialisasi ke masyarakat. Sekalian titip staf khusus gus miftah dilatih ilmu komunikasi ya pak presiden.,0,0,0,0,netral
Tue Dec 03 18:16:08 +0000 2024,yaseminergn,@DMSvoice @CNNIndonesia Bisa makan siang cuma Rp.10.000? Gila harus cobain nih! Thank you udah sharing infonya,0,0,0,0,positif
Tue Dec 03 13:28:08 +0000 2024,kibran_kangpari,@aewin86 Hahahahhahah tapi makan siang gratis buat anak2 jadi 10.000 dari semula dijanjiin 25.000 ? buzzer otak tai kayak gini nih ,0,0,0,0,negatif
Tue Dec 03 11:04:33 +0000 2024,fijusthuman,@Ekasepisan Soalnya lagi kepikiran makan siang gratis 10.000 ,0,0,0,0,netral
Tue Dec 03 09:01:16 +0000 2024,indokerasx,Bayangkan anak-anak dengan mata berbinar menunggu makan siang. Mereka harus mendapatkan asupan yang cukup untuk tumbuh dan belajar dengan baik. Apakah Rp 10.000 cukup untuk itu?,0,0,1,0,negatif
Tue Dec 03 09:01:16 +0000 2024,indokerasx,Kita semua ingin yang terbaik untuk anak-anak Indonesia. Tapi apakah program makan siang gratis yang dikurangi menjadi Rp 10.000 per porsi mencerminkan itu? Anak-anak kita layak mendapat lebih baik dari sekadar makan murah.,0,0,1,0,negatif
